planetID,Region Name,System Name,Planet Name,Power,Workforce,Superionic Ice / Hour,Magmatic Gas / Hour
40028693,Detorid,U-OVFR,U-OVFR VI,200,0,0,0
40028759,Detorid,U-OVFR,U-OVFR X,0,4860,0,0
40028725,Detorid,U-OVFR,U-OVFR IX,180,0,0,0
40028772,Detorid,G3D-ZT,G3D-ZT II,0,0,0,792
40028777,Detorid,G3D-ZT,G3D-ZT IV,0,7800,0,0
40028771,Detorid,G3D-ZT,G3D-ZT I,0,3480,0,0
40028787,Detorid,G3D-ZT,G3D-ZT VIII,0,2460,0,0
40028797,Detorid,G3D-ZT,G3D-ZT X,270,0,0,0
40028792,Detorid,G3D-ZT,G3D-ZT IX,240,0,0,0
40028784,Detorid,G3D-ZT,G3D-ZT VII,840,0,0,0
40028779,Detorid,G3D-ZT,G3D-ZT V,0,9900,0,0
40028774,Detorid,G3D-ZT,G3D-ZT III,970,0,0,0
40028781,Detorid,G3D-ZT,G3D-ZT VI,0,0,0,1025
40028827,Detorid,D-0UI0,D-0UI0 II,0,3620,0,0
40028825,Detorid,D-0UI0,D-0UI0 I,0,2630,0,0
40028862,Detorid,D-0UI0,D-0UI0 VIII,170,0,0,0
40028852,Detorid,D-0UI0,D-0UI0 VII,210,0,0,0
40028834,Detorid,D-0UI0,D-0UI0 VI,290,0,0,0
40028829,Detorid,D-0UI0,D-0UI0 IV,0,3300,0,0
40028828,Detorid,D-0UI0,D-0UI0 III,0,2110,0,0
40028831,Detorid,D-0UI0,D-0UI0 V,0,1860,0,0
40028895,Detorid,L8-WNE,L8-WNE I,0,2920,0,0
40028897,Detorid,L8-WNE,L8-WNE II,0,3760,0,0
40028903,Detorid,L8-WNE,L8-WNE V,420,0,0,0
40028899,Detorid,L8-WNE,L8-WNE III,0,0,0,1031
40028968,Detorid,L8-WNE,L8-WNE IX,160,0,0,0
40028923,Detorid,L8-WNE,L8-WNE VII,280,0,0,0
40028938,Detorid,L8-WNE,L8-WNE VIII,0,0,36,0
40028920,Detorid,L8-WNE,L8-WNE VI,0,8540,0,0
40028901,Detorid,L8-WNE,L8-WNE IV,0,1760,0,0
40028984,Detorid,1-GBVE,1-GBVE I,0,3990,0,0
40029003,Detorid,1-GBVE,1-GBVE VIII,0,5220,0,0
40028988,Detorid,1-GBVE,1-GBVE IV,0,3930,0,0
40028995,Detorid,1-GBVE,1-GBVE VI,0,3770,0,0
40028986,Detorid,1-GBVE,1-GBVE III,0,1340,0,0
40028999,Detorid,1-GBVE,1-GBVE VII,0,8910,0,0
40028992,Detorid,1-GBVE,1-GBVE V,0,8080,0,0
40028985,Detorid,1-GBVE,1-GBVE II,0,1640,0,0
40029009,Detorid,GC-LTF,GC-LTF III,0,9770,0,0
40029005,Detorid,GC-LTF,GC-LTF I,0,0,0,661
40029019,Detorid,GC-LTF,GC-LTF VI,0,7760,0,0
40029012,Detorid,GC-LTF,GC-LTF IV,0,2350,0,0
40029015,Detorid,GC-LTF,GC-LTF V,0,9100,0,0
40029007,Detorid,GC-LTF,GC-LTF II,660,0,0,0
40029031,Detorid,NB-ALM,NB-ALM V,650,0,0,0
40029024,Detorid,NB-ALM,NB-ALM I,0,3890,0,0
40029025,Detorid,NB-ALM,NB-ALM II,0,1980,0,0
40029033,Detorid,NB-ALM,NB-ALM VI,0,3420,0,0
40029026,Detorid,NB-ALM,NB-ALM III,0,5250,0,0
40029027,Detorid,NB-ALM,NB-ALM IV,0,1080,0,0
40029055,Detorid,LT-XI4,LT-XI4 VII,0,8300,0,0
40029040,Detorid,LT-XI4,LT-XI4 I,0,0,0,1006
40029047,Detorid,LT-XI4,LT-XI4 V,0,7590,0,0
40029045,Detorid,LT-XI4,LT-XI4 IV,0,5500,0,0
40029050,Detorid,LT-XI4,LT-XI4 VI,400,0,0,0
40029058,Detorid,LT-XI4,LT-XI4 VIII,0,1020,0,0
40029042,Detorid,LT-XI4,LT-XI4 II,890,0,0,0
40029043,Detorid,LT-XI4,LT-XI4 III,0,1270,0,0
40029118,Detorid,L-QQ6P,L-QQ6P VI,0,0,40,0
40029115,Detorid,L-QQ6P,L-QQ6P V,0,5500,0,0
40029065,Detorid,L-QQ6P,L-QQ6P II,180,0,0,0
40029072,Detorid,L-QQ6P,L-QQ6P III,0,9070,0,0
40029063,Detorid,L-QQ6P,L-QQ6P I,500,0,0,0
40029086,Detorid,L-QQ6P,L-QQ6P IV,0,0,32,0
40029134,Detorid,5OJ-G2,5OJ-G2 IV,470,0,0,0
40029169,Detorid,5OJ-G2,5OJ-G2 VII,0,0,34,0
40029132,Detorid,5OJ-G2,5OJ-G2 III,0,0,0,625
40029148,Detorid,5OJ-G2,5OJ-G2 V,0,3780,0,0
40029128,Detorid,5OJ-G2,5OJ-G2 I,0,1630,0,0
40029201,Detorid,5OJ-G2,5OJ-G2 IX,0,0,37,0
40029129,Detorid,5OJ-G2,5OJ-G2 II,0,0,0,636
40029149,Detorid,5OJ-G2,5OJ-G2 VI,490,0,0,0
40029197,Detorid,5OJ-G2,5OJ-G2 VIII,0,3740,0,0
40029204,Detorid,9-02G0,9-02G0 I,510,0,0,0
40029249,Detorid,9-02G0,9-02G0 V,360,0,0,0
40029276,Detorid,9-02G0,9-02G0 VI,0,0,35,0
40029208,Detorid,9-02G0,9-02G0 III,180,0,0,0
40029230,Detorid,9-02G0,9-02G0 IV,460,0,0,0
40029206,Detorid,9-02G0,9-02G0 II,0,9200,0,0
40029305,Detorid,9-02G0,9-02G0 VII,0,1700,0,0
40029321,Detorid,XA5-TY,XA5-TY V,220,0,0,0
40029334,Detorid,XA5-TY,XA5-TY VII,330,0,0,0
40029343,Detorid,XA5-TY,XA5-TY VIII,370,0,0,0
40029318,Detorid,XA5-TY,XA5-TY IV,0,9700,0,0
40029315,Detorid,XA5-TY,XA5-TY III,0,4290,0,0
40029310,Detorid,XA5-TY,XA5-TY I,0,3120,0,0
40029312,Detorid,XA5-TY,XA5-TY II,0,4670,0,0
40029329,Detorid,XA5-TY,XA5-TY VI,570,0,0,0
40029361,Detorid,M-XUZZ,M-XUZZ VI,0,2630,0,0
40029356,Detorid,M-XUZZ,M-XUZZ IV,0,4400,0,0
40029370,Detorid,M-XUZZ,M-XUZZ IX,0,8900,0,0
40029368,Detorid,M-XUZZ,M-XUZZ VIII,0,2540,0,0
40029351,Detorid,M-XUZZ,M-XUZZ II,0,4220,0,0
40029365,Detorid,M-XUZZ,M-XUZZ VII,0,8660,0,0
40029350,Detorid,M-XUZZ,M-XUZZ I,0,4040,0,0
40029353,Detorid,M-XUZZ,M-XUZZ III,640,0,0,0
40029359,Detorid,M-XUZZ,M-XUZZ V,0,4350,0,0
40029375,Detorid,OFVH-Y,OFVH-Y II,290,0,0,0
40029394,Detorid,OFVH-Y,OFVH-Y III,430,0,0,0
40029374,Detorid,OFVH-Y,OFVH-Y I,0,1550,0,0
40029412,Detorid,OFVH-Y,OFVH-Y IV,0,0,38,0
40029442,Detorid,OFVH-Y,OFVH-Y V,0,3730,0,0
40029453,Detorid,2-X0PF,2-X0PF V,360,0,0,0
40029446,Detorid,2-X0PF,2-X0PF I,0,3920,0,0
40029469,Detorid,2-X0PF,2-X0PF VI,140,0,0,0
40029450,Detorid,2-X0PF,2-X0PF III,680,0,0,0
40029448,Detorid,2-X0PF,2-X0PF II,0,2890,0,0
40029496,Detorid,2-X0PF,2-X0PF VII,0,0,42,0
40029452,Detorid,2-X0PF,2-X0PF IV,0,3860,0,0
40029538,Detorid,1-PGSG,1-PGSG VII,200,0,0,0
40029526,Detorid,1-PGSG,1-PGSG I,580,0,0,0
40029610,Detorid,1-PGSG,1-PGSG X,260,0,0,0
40029529,Detorid,1-PGSG,1-PGSG III,0,0,0,1028
40029528,Detorid,1-PGSG,1-PGSG II,0,3720,0,0
40029537,Detorid,1-PGSG,1-PGSG VI,0,7730,0,0
40029616,Detorid,1-PGSG,1-PGSG XI,0,3500,0,0
40029572,Detorid,1-PGSG,1-PGSG IX,400,0,0,0
40029533,Detorid,1-PGSG,1-PGSG V,340,0,0,0
40029531,Detorid,1-PGSG,1-PGSG IV,0,10010,0,0
40029553,Detorid,1-PGSG,1-PGSG VIII,450,0,0,0
40029629,Detorid,QLPX-J,QLPX-J IV,0,1360,0,0
40029621,Detorid,QLPX-J,QLPX-J I,0,3330,0,0
40029652,Detorid,QLPX-J,QLPX-J VII,0,2120,0,0
40029657,Detorid,QLPX-J,QLPX-J VIII,0,1850,0,0
40029631,Detorid,QLPX-J,QLPX-J V,200,0,0,0
40029658,Detorid,QLPX-J,QLPX-J IX,0,1000,0,0
40029626,Detorid,QLPX-J,QLPX-J III,0,4550,0,0
40029649,Detorid,QLPX-J,QLPX-J VI,520,0,0,0
40029624,Detorid,QLPX-J,QLPX-J II,0,9430,0,0
40029663,Detorid,A-C5TC,A-C5TC I,0,0,0,836
40029673,Detorid,A-C5TC,A-C5TC V,0,3190,0,0
40029665,Detorid,A-C5TC,A-C5TC II,0,2040,0,0
40029669,Detorid,A-C5TC,A-C5TC IV,710,0,0,0
40029667,Detorid,A-C5TC,A-C5TC III,650,0,0,0
40029680,Detorid,A-C5TC,A-C5TC VII,480,0,0,0
40029674,Detorid,A-C5TC,A-C5TC VI,420,0,0,0
40029780,Detorid,RZ-PIY,RZ-PIY VII,0,0,41,0
40029700,Detorid,RZ-PIY,RZ-PIY I,0,4380,0,0
40029735,Detorid,RZ-PIY,RZ-PIY V,190,0,0,0
40029704,Detorid,RZ-PIY,RZ-PIY III,230,0,0,0
40029716,Detorid,RZ-PIY,RZ-PIY IV,440,0,0,0
40029752,Detorid,RZ-PIY,RZ-PIY VI,470,0,0,0
40029797,Detorid,RZ-PIY,RZ-PIY VIII,0,3110,0,0
40029702,Detorid,RZ-PIY,RZ-PIY II,0,1750,0,0
40029810,Detorid,FR46-E,FR46-E VI,210,0,0,0
40029800,Detorid,FR46-E,FR46-E I,0,4220,0,0
40029808,Detorid,FR46-E,FR46-E V,540,0,0,0
40029802,Detorid,FR46-E,FR46-E II,0,0,0,643
40029803,Detorid,FR46-E,FR46-E III,0,2450,0,0
40029806,Detorid,FR46-E,FR46-E IV,0,8880,0,0
40029818,Detorid,FR46-E,FR46-E VII,0,6570,0,0
40029822,Detorid,FR46-E,FR46-E VIII,680,0,0,0
40029826,Detorid,SLVP-D,SLVP-D I,0,2380,0,0
40029828,Detorid,SLVP-D,SLVP-D II,0,4960,0,0
40029848,Detorid,SLVP-D,SLVP-D VI,340,0,0,0
40029837,Detorid,SLVP-D,SLVP-D V,110,0,0,0
40029834,Detorid,SLVP-D,SLVP-D IV,550,0,0,0
40029873,Detorid,SLVP-D,SLVP-D VIII,0,0,33,0
40029830,Detorid,SLVP-D,SLVP-D III,0,9570,0,0
40029855,Detorid,SLVP-D,SLVP-D VII,320,0,0,0
40029885,Detorid,SLVP-D,SLVP-D IX,930,0,0,0
40029945,Detorid,0-G8NO,0-G8NO VIII,0,0,40,0
40029899,Detorid,0-G8NO,0-G8NO V,650,0,0,0
40029889,Detorid,0-G8NO,0-G8NO I,950,0,0,0
40029891,Detorid,0-G8NO,0-G8NO II,0,7810,0,0
40029960,Detorid,0-G8NO,0-G8NO IX,0,0,36,0
40029901,Detorid,0-G8NO,0-G8NO VI,170,0,0,0
40029897,Detorid,0-G8NO,0-G8NO IV,0,0,0,988
40029893,Detorid,0-G8NO,0-G8NO III,560,0,0,0
40029919,Detorid,0-G8NO,0-G8NO VII,430,0,0,0
40029978,Detorid,QRFJ-Q,QRFJ-Q VI,0,6830,0,0
40029974,Detorid,QRFJ-Q,QRFJ-Q V,290,0,0,0
40029967,Detorid,QRFJ-Q,QRFJ-Q II,0,3190,0,0
40029965,Detorid,QRFJ-Q,QRFJ-Q I,0,6460,0,0
40029972,Detorid,QRFJ-Q,QRFJ-Q IV,0,4630,0,0
40029969,Detorid,QRFJ-Q,QRFJ-Q III,0,4770,0,0
40030038,Detorid,HZFJ-M,HZFJ-M VII,340,0,0,0
40030081,Detorid,HZFJ-M,HZFJ-M IX,0,0,42,0
40029993,Detorid,HZFJ-M,HZFJ-M V,250,0,0,0
40029987,Detorid,HZFJ-M,HZFJ-M III,0,1540,0,0
40029982,Detorid,HZFJ-M,HZFJ-M I,550,0,0,0
40030011,Detorid,HZFJ-M,HZFJ-M VI,300,0,0,0
40029984,Detorid,HZFJ-M,HZFJ-M II,0,0,0,903
40029990,Detorid,HZFJ-M,HZFJ-M IV,0,8040,0,0
40030073,Detorid,HZFJ-M,HZFJ-M VIII,0,0,35,0
40030087,Detorid,77S8-E,77S8-E II,0,0,0,1003
40030148,Detorid,77S8-E,77S8-E VII,350,0,0,0
40030115,Detorid,77S8-E,77S8-E VI,260,0,0,0
40030096,Detorid,77S8-E,77S8-E V,460,0,0,0
40030086,Detorid,77S8-E,77S8-E I,0,4740,0,0
40030090,Detorid,77S8-E,77S8-E III,0,0,0,910
40030092,Detorid,77S8-E,77S8-E IV,0,1920,0,0
40030157,Detorid,77S8-E,77S8-E VIII,0,0,34,0
40030173,Detorid,FMH-OV,FMH-OV III,380,0,0,0
40030211,Detorid,FMH-OV,FMH-OV V,400,0,0,0
40030269,Detorid,FMH-OV,FMH-OV VII,0,1760,0,0
40030165,Detorid,FMH-OV,FMH-OV I,620,0,0,0
40030167,Detorid,FMH-OV,FMH-OV II,290,0,0,0
40030191,Detorid,FMH-OV,FMH-OV IV,290,0,0,0
40030239,Detorid,FMH-OV,FMH-OV VI,280,0,0,0
40030272,Detorid,FMH-OV,FMH-OV VIII,0,3530,0,0
40030278,Detorid,TYB-69,TYB-69 II,0,0,0,678
40030280,Detorid,TYB-69,TYB-69 III,0,6330,0,0
40030295,Detorid,TYB-69,TYB-69 VII,0,3400,0,0
40030292,Detorid,TYB-69,TYB-69 VI,420,0,0,0
40030284,Detorid,TYB-69,TYB-69 IV,0,4500,0,0
40030298,Detorid,TYB-69,TYB-69 VIII,380,0,0,0
40030286,Detorid,TYB-69,TYB-69 V,430,0,0,0
40030277,Detorid,TYB-69,TYB-69 I,0,2870,0,0
40030310,Detorid,EDQG-L,EDQG-L I,0,0,0,1102
40030312,Detorid,EDQG-L,EDQG-L II,0,4230,0,0
40030316,Detorid,EDQG-L,EDQG-L IV,120,0,0,0
40030323,Detorid,EDQG-L,EDQG-L V,220,0,0,0
40030363,Detorid,EDQG-L,EDQG-L VII,110,0,0,0
40030314,Detorid,EDQG-L,EDQG-L III,0,4230,0,0
40030341,Detorid,EDQG-L,EDQG-L VI,120,0,0,0
40030377,Detorid,7-P1JO,7-P1JO III,0,2810,0,0
40030386,Detorid,7-P1JO,7-P1JO VII,460,0,0,0
40030406,Detorid,7-P1JO,7-P1JO VIII,0,8800,0,0
40030375,Detorid,7-P1JO,7-P1JO I,0,2930,0,0
40030433,Detorid,7-P1JO,7-P1JO X,0,1570,0,0
40030381,Detorid,7-P1JO,7-P1JO V,0,7810,0,0
40030376,Detorid,7-P1JO,7-P1JO II,0,0,0,910
40030383,Detorid,7-P1JO,7-P1JO VI,0,9550,0,0
40030379,Detorid,7-P1JO,7-P1JO IV,0,8030,0,0
40030436,Detorid,7-P1JO,7-P1JO XI,0,3700,0,0
40030408,Detorid,7-P1JO,7-P1JO IX,140,0,0,0
40030448,Detorid,T-0JWP,T-0JWP IV,0,0,0,795
40030446,Detorid,T-0JWP,T-0JWP III,0,1120,0,0
40030441,Detorid,T-0JWP,T-0JWP I,0,3660,0,0
40030535,Detorid,T-0JWP,T-0JWP X,0,0,38,0
40030475,Detorid,T-0JWP,T-0JWP VII,300,0,0,0
40030528,Detorid,T-0JWP,T-0JWP IX,210,0,0,0
40030541,Detorid,T-0JWP,T-0JWP XII,0,4800,0,0
40030451,Detorid,T-0JWP,T-0JWP V,0,9380,0,0
40030444,Detorid,T-0JWP,T-0JWP II,0,3780,0,0
40030454,Detorid,T-0JWP,T-0JWP VI,100,0,0,0
40030538,Detorid,T-0JWP,T-0JWP XI,0,5130,0,0
40030499,Detorid,T-0JWP,T-0JWP VIII,120,0,0,0
40030545,Detorid,J-L9MA,J-L9MA I,0,3790,0,0
40030550,Detorid,J-L9MA,J-L9MA IV,0,4620,0,0
40030552,Detorid,J-L9MA,J-L9MA V,180,0,0,0
40030547,Detorid,J-L9MA,J-L9MA III,0,4820,0,0
40030593,Detorid,J-L9MA,J-L9MA VIII,0,5730,0,0
40030557,Detorid,J-L9MA,J-L9MA VI,220,0,0,0
40030546,Detorid,J-L9MA,J-L9MA II,0,0,0,906
40030575,Detorid,J-L9MA,J-L9MA VII,190,0,0,0
40030601,Detorid,DX-TAR,DX-TAR III,0,0,0,642
40030603,Detorid,DX-TAR,DX-TAR IV,490,0,0,0
40030615,Detorid,DX-TAR,DX-TAR V,360,0,0,0
40030600,Detorid,DX-TAR,DX-TAR II,0,4990,0,0
40030648,Detorid,DX-TAR,DX-TAR VII,0,0,42,0
40030625,Detorid,DX-TAR,DX-TAR VI,460,0,0,0
40030599,Detorid,DX-TAR,DX-TAR I,0,3830,0,0
40030658,Detorid,A-7XFN,A-7XFN IV,640,0,0,0
40030676,Detorid,A-7XFN,A-7XFN VIII,220,0,0,0
40030661,Detorid,A-7XFN,A-7XFN V,620,0,0,0
40030671,Detorid,A-7XFN,A-7XFN VII,150,0,0,0
40030656,Detorid,A-7XFN,A-7XFN III,530,0,0,0
40030653,Detorid,A-7XFN,A-7XFN I,0,0,0,882
40030664,Detorid,A-7XFN,A-7XFN VI,240,0,0,0
40030655,Detorid,A-7XFN,A-7XFN II,0,1820,0,0
40030751,Detorid,O3-4MN,O3-4MN VIII,350,0,0,0
40030712,Detorid,O3-4MN,O3-4MN IV,560,0,0,0
40030728,Detorid,O3-4MN,O3-4MN VII,480,0,0,0
40030705,Detorid,O3-4MN,O3-4MN II,0,0,0,630
40030707,Detorid,O3-4MN,O3-4MN III,290,0,0,0
40030715,Detorid,O3-4MN,O3-4MN V,460,0,0,0
40030724,Detorid,O3-4MN,O3-4MN VI,0,8980,0,0
40030703,Detorid,O3-4MN,O3-4MN I,0,4130,0,0
40030797,Detorid,U-MFTL,U-MFTL IV,220,0,0,0
40030789,Detorid,U-MFTL,U-MFTL II,0,9080,0,0
40030792,Detorid,U-MFTL,U-MFTL III,380,0,0,0
40030787,Detorid,U-MFTL,U-MFTL I,0,4100,0,0
40030825,Detorid,U-MFTL,U-MFTL V,0,5020,0,0
40030830,Detorid,8FN-GP,8FN-GP II,0,1430,0,0
40030855,Detorid,8FN-GP,8FN-GP VI,170,0,0,0
40030887,Detorid,8FN-GP,8FN-GP VII,0,6170,0,0
40030829,Detorid,8FN-GP,8FN-GP I,0,3960,0,0
40030832,Detorid,8FN-GP,8FN-GP IV,0,0,0,648
40030834,Detorid,8FN-GP,8FN-GP V,280,0,0,0
40030831,Detorid,8FN-GP,8FN-GP III,820,0,0,0
40030893,Detorid,FIDY-8,FIDY-8 I,0,0,0,1038
40030898,Detorid,FIDY-8,FIDY-8 IV,0,7670,0,0
40030953,Detorid,FIDY-8,FIDY-8 IX,690,0,0,0
40030894,Detorid,FIDY-8,FIDY-8 II,0,2230,0,0
40030903,Detorid,FIDY-8,FIDY-8 VI,100,0,0,0
40030896,Detorid,FIDY-8,FIDY-8 III,540,0,0,0
40030900,Detorid,FIDY-8,FIDY-8 V,0,4320,0,0
40030928,Detorid,FIDY-8,FIDY-8 VII,220,0,0,0
40030949,Detorid,FIDY-8,FIDY-8 VIII,0,0,39,0
40030968,Detorid,X40H-9,X40H-9 V,0,4130,0,0
40030963,Detorid,X40H-9,X40H-9 III,0,4800,0,0
40030971,Detorid,X40H-9,X40H-9 VI,420,0,0,0
40031039,Detorid,X40H-9,X40H-9 IX,0,0,41,0
40031008,Detorid,X40H-9,X40H-9 VIII,160,0,0,0
40030965,Detorid,X40H-9,X40H-9 IV,700,0,0,0
40030990,Detorid,X40H-9,X40H-9 VII,360,0,0,0
40030961,Detorid,X40H-9,X40H-9 II,0,1240,0,0
40030959,Detorid,X40H-9,X40H-9 I,0,0,0,974
40031047,Detorid,F2W-C6,F2W-C6 II,0,7750,0,0
40031045,Detorid,F2W-C6,F2W-C6 I,0,2330,0,0
40031055,Detorid,F2W-C6,F2W-C6 V,200,0,0,0
40031052,Detorid,F2W-C6,F2W-C6 IV,0,1650,0,0
40031050,Detorid,F2W-C6,F2W-C6 III,610,0,0,0
40031114,Detorid,KZ9T-C,KZ9T-C VII,140,0,0,0
40031068,Detorid,KZ9T-C,KZ9T-C III,0,6480,0,0
40031070,Detorid,KZ9T-C,KZ9T-C IV,150,0,0,0
40031066,Detorid,KZ9T-C,KZ9T-C II,0,0,0,776
40031111,Detorid,KZ9T-C,KZ9T-C VI,0,4160,0,0
40031090,Detorid,KZ9T-C,KZ9T-C V,150,0,0,0
40031064,Detorid,KZ9T-C,KZ9T-C I,0,1670,0,0
40031144,Detorid,KZ9T-C,KZ9T-C VIII,0,4790,0,0
40031152,Detorid,XW2H-V,XW2H-V II,0,0,37,0
40031150,Detorid,XW2H-V,XW2H-V I,0,4310,0,0
40031227,Detorid,F9O-U9,F9O-U9 VII,520,0,0,0
40031183,Detorid,F9O-U9,F9O-U9 V,360,0,0,0
40031171,Detorid,F9O-U9,F9O-U9 I,0,0,0,680
40031173,Detorid,F9O-U9,F9O-U9 II,0,2920,0,0
40031207,Detorid,F9O-U9,F9O-U9 VI,220,0,0,0
40031175,Detorid,F9O-U9,F9O-U9 III,0,7920,0,0
40031178,Detorid,F9O-U9,F9O-U9 IV,250,0,0,0
40031244,Detorid,S-51XG,S-51XG V,0,1830,0,0
40031270,Detorid,S-51XG,S-51XG VII,0,2070,0,0
40031235,Detorid,S-51XG,S-51XG II,0,1390,0,0
40031234,Detorid,S-51XG,S-51XG I,0,0,0,774
40031247,Detorid,S-51XG,S-51XG VI,130,0,0,0
40031237,Detorid,S-51XG,S-51XG III,0,4810,0,0
40031239,Detorid,S-51XG,S-51XG IV,370,0,0,0
40031286,Detorid,E-1XVP,E-1XVP V,240,0,0,0
40031277,Detorid,E-1XVP,E-1XVP III,470,0,0,0
40031306,Detorid,E-1XVP,E-1XVP VI,630,0,0,0
40031312,Detorid,E-1XVP,E-1XVP VII,100,0,0,0
40031274,Detorid,E-1XVP,E-1XVP I,0,2730,0,0
40031275,Detorid,E-1XVP,E-1XVP II,0,0,0,1045
40031281,Detorid,E-1XVP,E-1XVP IV,440,0,0,0
40031335,Detorid,E-1XVP,E-1XVP VIII,0,3010,0,0
40031347,Detorid,E-ACV6,E-ACV6 VI,170,0,0,0
40031346,Detorid,E-ACV6,E-ACV6 V,0,2880,0,0
40031379,Detorid,E-ACV6,E-ACV6 IX,500,0,0,0
40031354,Detorid,E-ACV6,E-ACV6 VIII,330,0,0,0
40031341,Detorid,E-ACV6,E-ACV6 II,0,2310,0,0
40031399,Detorid,E-ACV6,E-ACV6 X,420,0,0,0
40031344,Detorid,E-ACV6,E-ACV6 IV,0,4400,0,0
40031342,Detorid,E-ACV6,E-ACV6 III,700,0,0,0
40031339,Detorid,E-ACV6,E-ACV6 I,0,3530,0,0
40031353,Detorid,E-ACV6,E-ACV6 VII,0,3490,0,0
40031421,Detorid,E-ACV6,E-ACV6 XI,530,0,0,0
40031429,Detorid,BOZ1-O,BOZ1-O II,0,3780,0,0
40031464,Detorid,BOZ1-O,BOZ1-O VII,130,0,0,0
40031427,Detorid,BOZ1-O,BOZ1-O I,0,0,0,789
40031432,Detorid,BOZ1-O,BOZ1-O IV,0,0,0,1062
40031435,Detorid,BOZ1-O,BOZ1-O V,470,0,0,0
40031430,Detorid,BOZ1-O,BOZ1-O III,0,8040,0,0
40031440,Detorid,BOZ1-O,BOZ1-O VI,250,0,0,0
40031478,Detorid,QIMO-2,QIMO-2 III,270,0,0,0
40031500,Detorid,QIMO-2,QIMO-2 IV,140,0,0,0
40031474,Detorid,QIMO-2,QIMO-2 I,0,2780,0,0
40031525,Detorid,QIMO-2,QIMO-2 V,250,0,0,0
40031476,Detorid,QIMO-2,QIMO-2 II,960,0,0,0
40031568,Detorid,QIMO-2,QIMO-2 VII,0,6260,0,0
40031543,Detorid,QIMO-2,QIMO-2 VI,270,0,0,0
40031579,Detorid,Z-2Y2Y,Z-2Y2Y IV,0,0,0,633
40031574,Detorid,Z-2Y2Y,Z-2Y2Y II,770,0,0,0
40031584,Detorid,Z-2Y2Y,Z-2Y2Y VI,590,0,0,0
40031576,Detorid,Z-2Y2Y,Z-2Y2Y III,0,0,0,805
40031594,Detorid,Z-2Y2Y,Z-2Y2Y VII,620,0,0,0
40031573,Detorid,Z-2Y2Y,Z-2Y2Y I,0,5210,0,0
40031630,Detorid,Z-2Y2Y,Z-2Y2Y X,520,0,0,0
40031622,Detorid,Z-2Y2Y,Z-2Y2Y IX,360,0,0,0
40031597,Detorid,Z-2Y2Y,Z-2Y2Y VIII,360,0,0,0
40031581,Detorid,Z-2Y2Y,Z-2Y2Y V,630,0,0,0
40031677,Detorid,Q0J-RH,Q0J-RH VII,450,0,0,0
40031637,Detorid,Q0J-RH,Q0J-RH III,560,0,0,0
40031639,Detorid,Q0J-RH,Q0J-RH IV,0,5210,0,0
40031640,Detorid,Q0J-RH,Q0J-RH V,480,0,0,0
40031636,Detorid,Q0J-RH,Q0J-RH II,0,1490,0,0
40031634,Detorid,Q0J-RH,Q0J-RH I,0,0,0,764
40031652,Detorid,Q0J-RH,Q0J-RH VI,290,0,0,0
40031703,Detorid,Q0J-RH,Q0J-RH VIII,0,1930,0,0
40031710,Detorid,SAI-T9,SAI-T9 II,520,0,0,0
40031714,Detorid,SAI-T9,SAI-T9 III,430,0,0,0
40031747,Detorid,SAI-T9,SAI-T9 VI,0,1310,0,0
40031708,Detorid,SAI-T9,SAI-T9 I,600,0,0,0
40031774,Detorid,SAI-T9,SAI-T9 VIII,170,0,0,0
40031752,Detorid,SAI-T9,SAI-T9 VII,500,0,0,0
40031796,Detorid,SAI-T9,SAI-T9 X,0,4790,0,0
40031728,Detorid,SAI-T9,SAI-T9 V,250,0,0,0
40031724,Detorid,SAI-T9,SAI-T9 IV,520,0,0,0
40031794,Detorid,SAI-T9,SAI-T9 IX,0,6550,0,0
40031810,Detorid,IAS-I5,IAS-I5 V,580,0,0,0
40031804,Detorid,IAS-I5,IAS-I5 III,0,7780,0,0
40031801,Detorid,IAS-I5,IAS-I5 I,0,5000,0,0
40031802,Detorid,IAS-I5,IAS-I5 II,0,2340,0,0
40031815,Detorid,IAS-I5,IAS-I5 VI,230,0,0,0
40031806,Detorid,IAS-I5,IAS-I5 IV,310,0,0,0
40031865,Detorid,K7S-FF,K7S-FF III,150,0,0,0
40031925,Detorid,K7S-FF,K7S-FF VI,0,0,36,0
40031841,Detorid,K7S-FF,K7S-FF I,160,0,0,0
40031846,Detorid,K7S-FF,K7S-FF II,400,0,0,0
40031890,Detorid,K7S-FF,K7S-FF V,500,0,0,0
40031881,Detorid,K7S-FF,K7S-FF IV,140,0,0,0
40031940,Detorid,RT-9WL,RT-9WL VI,450,0,0,0
40031930,Detorid,RT-9WL,RT-9WL I,0,4180,0,0
40031936,Detorid,RT-9WL,RT-9WL IV,0,2060,0,0
40031932,Detorid,RT-9WL,RT-9WL II,610,0,0,0
40031938,Detorid,RT-9WL,RT-9WL V,0,1070,0,0
40031958,Detorid,RT-9WL,RT-9WL VII,470,0,0,0
40031982,Detorid,RT-9WL,RT-9WL VIII,0,0,35,0
40031934,Detorid,RT-9WL,RT-9WL III,0,8440,0,0
40032043,Detorid,O5Q7-U,O5Q7-U IV,350,0,0,0
40032014,Detorid,O5Q7-U,O5Q7-U II,320,0,0,0
40032012,Detorid,O5Q7-U,O5Q7-U I,0,0,0,692
40032029,Detorid,O5Q7-U,O5Q7-U III,370,0,0,0
